Fiscal Year,Service,Department,Project,Project ID,Fund,Fund Type,Thru FY Actuals,FY Approved
2016,"Streets, Transportation & Sanitation",Public Works Department,Sidewalk Reconstruction,CPW22831,State grant,Capital Grants,$0.00,$30561326.87
2016,Health & Human Services,Public Health Commission,Southampton Street Homeless Shelter,CPH24141,City Bonds,G.O. Authorization,$0.00,$0.00
2016,Health & Human Services,Public Health Commission,Southampton Street Homeless Shelter,CPH24141,City Bonds,G.O. Authorization,$0.00,$12000000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,South Bay Harbor Trail,CTD23314,Revenue Calculations,Capital Grants,$0.00,$480000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,South Bay Harbor Trail,CTD23314,State grant,Capital Grants,$0.00,$3370000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,South Bay Harbor Trail,CTD23314,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Transportation Department,South Bay Harbor Trail,CTD23314,City Bonds,G.O. Authorization,$0.00,$0.00
2016,Health & Human Services,Public Health Commission,South End Fitness Center Pool ,CPH23989,City Bonds,G.O. Authorization,$0.00,$1129000.00
2016,Health & Human Services,Public Health Commission,South End Fitness Center Pool ,CPH23989,City Bonds,G.O. Authorization,$0.00,$0.00
2016,Housing & Neighborhood Development,Neighborhood Development,Strand Theatre Upgrades,CND23934,City Bonds,G.O. Authorization,$0.00,$2078000.00
2016,Housing & Neighborhood Development,Neighborhood Development,Strand Theatre Upgrades,CND23934,City Bonds,G.O. Authorization,$0.00,$200000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Strategic Bicycle Network Project,CTD23291,City Bonds,G.O. Authorization,$0.00,$6602762.54
2016,"Streets, Transportation & Sanitation",Transportation Department,Strategic Bicycle Network Project,CTD23291,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Street Light Gas Lamps,CPW23999,Other funds,Capital Grants,$0.00,$200000.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Street Light Gas Lamps,CPW23999,Revenue Calculations,Capital Grants,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Street Light Gas Lamps,CPW23999,City Bonds,G.O. Authorization,$0.00,$800000.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Street Light Gas Lamps,CPW23999,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Street Lighting Division Facility,CPW23576,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Street Lighting Division Facility,CPW23576,City Bonds,G.O. Authorization,$0.00,$17000000.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Street Lighting Installation,CPW22562,Other funds,Capital Grants,$0.00,$6328.77
2016,"Streets, Transportation & Sanitation",Public Works Department,Street Lighting Installation,CPW22562,City Bonds,G.O. Authorization,$0.00,$2000000.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Street Lighting Installation,CPW22562,City Bonds,G.O. Authorization,$0.00,$14100000.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Street Light LED Conversion,CPW23416,Other funds,Capital Grants,$0.00,$800000.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Street Light LED Conversion,CPW23416,City Bonds,G.O. Authorization,$0.00,$11413500.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Street Light LED Conversion,CPW23416,City Bonds,G.O. Authorization,$0.00,$2500000.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Street Light LED Conversion,CPW23416,Other funds,Capital Grants,$0.00,$8054931.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Street Rule Book,CTD24321,Other funds,Capital Grants,$0.00,$500000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Street Rule Book,CTD24321,Revenue Calculations,Capital Grants,$0.00,$0.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,Street Tree Planting,CPR23092,City Bonds,G.O. Authorization,$0.00,$2450000.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,Street Tree Planting,CPR23092,City Bonds,G.O. Authorization,$0.00,$4700000.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Sullivan Square / Rutherford Avenue,CPW22629,Federal grant,Capital Grants,$0.00,$3159403.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Sullivan Square / Rutherford Avenue,CPW22629,City Bonds,G.O. Authorization,$0.00,$1600000.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Sullivan Square / Rutherford Avenue,CPW22629,Federal grant,Non Capital Fund,$0.00,$10000000.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Sullivan Square / Rutherford Avenue,CPW22629,Revenue Calculations,Non Capital Fund,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Sullivan Square / Rutherford Avenue,CPW22629,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Sullivan Square / Rutherford Avenue,CPW22629,Revenue Calculations,Capital Grants,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Symphony Area Streetscape,CPW22985,Federal grant,Non Capital Fund,$0.00,$3725000.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Symphony Area Streetscape,CPW22985,Federal grant,Capital Grants,$0.00,$275000.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Symphony Area Streetscape,CPW22985,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Symphony Area Streetscape,CPW22985,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Symphony Area Streetscape,CPW22985,Federal grant,Non Capital Fund,$0.00,$3725000.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,Symphony Park,CPR23599,City Bonds,G.O. Authorization,$0.00,$614050.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,Symphony Park,CPR23599,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,Tai Tung Park,CPR23794,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,Tai Tung Park,CPR23794,City Bonds,G.O. Authorization,$0.00,$160000.00
2016,Information & Technology,Department of Innovation and Technology,Tax Billing and Collecting System,CMS23830,City Bonds,G.O. Authorization,$0.00,$3000000.00
2016,Information & Technology,Department of Innovation and Technology,Tax Billing and Collecting System,CMS23830,City Bonds,G.O. Authorization,$0.00,$0.00
2016,Education,School Department,Technology Infrastructure II,CPS24258,City Bonds,G.O. Authorization,$0.00,$15000000.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,Titus Sparrow Park,CPR24006,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,Titus Sparrow Park,CPR24006,City Bonds,G.O. Authorization,$0.00,$120000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Signal Construction Projects,CTD23305,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Signal Construction Projects,CTD23305,City Bonds,G.O. Authorization,$0.00,$3076698.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Signal Control Boxes,CTD23102,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Signal Control Boxes,CTD23102,City Bonds,G.O. Authorization,$0.00,$2418432.11
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Signal Corridor Re-Timing Program,CTD23306,City Bonds,G.O. Authorization,$0.00,$1250000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Signal Corridor Re-Timing Program,CTD23306,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Signal Equipment On-Call,CTD23262,City Bonds,G.O. Authorization,$0.00,$11070161.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Signal Equipment On-Call,CTD23262,City Bonds,G.O. Authorization,$0.00,$400130.58
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Signals Battery Backup,CTD23304,City Bonds,G.O. Authorization,$0.00,$50000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Signals Battery Backup,CTD23304,City Bonds,G.O. Authorization,$0.00,$640000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Signals Design Services,CTD23263,City Bonds,G.O. Authorization,$0.00,$1850000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Signals Design Services,CTD23263,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Traffic Signals On-Call Repair and Maintenance,CPW23582,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Traffic Signals On-Call Repair and Maintenance,CPW23582,Revenue Calculations,Non Capital Fund,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Traffic Signals On-Call Repair and Maintenance,CPW23582,City Bonds,G.O. Authorization,$0.00,$1300000.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Traffic Signals On-Call Repair and Maintenance,CPW23582,Other funds,Non Capital Fund,$0.00,$150000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Transportation Planning,CTD23177,City Bonds,G.O. Authorization,$0.00,$1807237.46
2016,"Streets, Transportation & Sanitation",Transportation Department,Transportation Planning,CTD23177,City Bonds,G.O. Authorization,$0.00,$100000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Transportation Planning,CTD23177,Revenue Calculations,Non Capital Fund,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Transportation Planning,CTD23177,Other funds,Non Capital Fund,$0.00,$200000.00
2016,Operations,Property and Construction Management,Underground Storage Tanks,CPM23192,City Bonds,G.O. Authorization,$0.00,$0.00
2016,Operations,Property and Construction Management,Underground Storage Tanks,CPM23192,State grant,Capital Grants,$0.00,$117226.85
2016,Operations,Property and Construction Management,Underground Storage Tanks,CPM23192,City Bonds,G.O. Authorization,$0.00,$2245000.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Uphams Corner,CPW23590,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Uphams Corner,CPW23590,City Bonds,G.O. Authorization,$0.00,$3500000.00
2016,Arts & Culture,Library Department,Uphams Corner Library (New),CLD22594,City Bonds,G.O. Authorization,$0.00,$690000.00
2016,Arts & Culture,Library Department,Uphams Corner Library (New),CLD22594,City Bonds,G.O. Authorization,$0.00,$12290000.00
2016,Operations,Property and Construction Management,Uphams Corner Municipal Building Windows,CPM24119,City Bonds,G.O. Authorization,$0.00,$555000.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,Urban Wilds Renovations,CPR21491,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,Urban Wilds Renovations,CPR21491,State grant,Capital Grants,$0.00,$0.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,Urban Wilds Renovations,CPR21491,City Bonds,G.O. Authorization,$0.00,$2095000.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,Urban Wilds Renovations,CPR21491,State grant,Capital Grants,$0.00,$293000.00
2016,Operations,Property and Construction Management,Veronica Smith Center Bathrooms and Flooring,CPM24110,City Bonds,G.O. Authorization,$0.00,$683000.00
2016,Operations,Property and Construction Management,Veronica Smith Center Bathrooms and Flooring,CPM24110,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Vision Zero,CTD24299,City Bonds,G.O. Authorization,$0.00,$600000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Vision Zero,CTD24299,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Walkable Streets,CPW24182,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Walkable Streets,CPW24182,City Bonds,G.O. Authorization,$0.00,$4000000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Warren Street and Blue Hill Avenue,CTD23225,Federal grant,Non Capital Fund,$0.00,$2100000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Warren Street and Blue Hill Avenue,CTD23225,City Bonds,G.O. Authorization,$0.00,$300000.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Warren Street and Blue Hill Avenue,CTD23225,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Transportation Department,Warren Street and Blue Hill Avenue,CTD23225,Federal grant,Capital Grants,$0.00,$300000.00
2016,Economic Development,Boston Redevelopment Authority,Washington Street / Traveler Street Design,CBR23828,City Bonds,G.O. Authorization,$0.00,$0.00
2016,Economic Development,Boston Redevelopment Authority,Washington Street / Traveler Street Design,CBR23828,City Bonds,G.O. Authorization,$0.00,$200000.00
2016,Arts & Culture,Library Department,Web Site & Online Services Redevelopment,CLD24207,City Bonds,G.O. Authorization,$0.00,$100000.00
2016,Arts & Culture,Library Department,Web Site & Online Services Redevelopment,CLD24207,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,West Roxbury Education Complex Field,CPR23858,City Bonds,G.O. Authorization,$0.00,$1000000.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,West Roxbury Education Complex Field,CPR23858,State grant,Capital Grants,$0.00,$0.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,West Roxbury Education Complex Field,CPR23858,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,West Roxbury Education Complex Field,CPR23858,Revenue Calculations,Capital Grants,$0.00,$0.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,William Devine Golf Course,CPR23082,City Bonds,G.O. Authorization,$0.00,$1300000.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,William Devine Golf Course,CPR23082,City Bonds,G.O. Authorization,$0.00,$895500.00
2016,Education,School Department,Window Replacement At Various Schools,CPS23856,City Bonds,G.O. Authorization,$0.00,$2500000.00
2016,Education,School Department,Window Replacement At Various Schools,CPS23856,City Bonds,G.O. Authorization,$0.00,$4400000.00
2016,Economic Development,Boston Redevelopment Authority,Winthrop Square Garage ,CBR23771,Surplus Property,Capital Grants,$0.00,$0.00
2016,Economic Development,Boston Redevelopment Authority,Winthrop Square Garage ,CBR23771,Revenue Calculations,Capital Grants,$0.00,$3500000.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,Winthrop Square III,CPR21858,City Bonds,G.O. Authorization,$0.00,$629330.00
2016,"Environment, Energy & Open Space",Parks and Recreation Department,Winthrop Square III,CPR21858,City Bonds,G.O. Authorization,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Woodbole Housing,CPW23588,State grant,Capital Grants,$0.00,$0.00
2016,"Streets, Transportation & Sanitation",Public Works Department,Woodbole Housing,CPW23588,State grant,Capital Grants,$0.00,$2138441.00
2016,Health & Human Services,Public Health Commission,Woods Mullen Shelter,CPH23655,City Bonds,G.O. Authorization,$0.00,$2950000.00
2016,Health & Human Services,Public Health Commission,Woods Mullen Shelter,CPH23655,City Bonds,G.O. Authorization,$0.00,$0.00
2016,Information & Technology,Department of Innovation and Technology,Youth and Human Services Initiatives,CMS23275,City Bonds,G.O. Authorization,$0.00,$1300000.00
2016,Information & Technology,Department of Innovation and Technology,Youth and Human Services Initiatives,CMS23275,City Bonds,G.O. Authorization,$0.00,$200000.00
2016,Health & Human Services,Boston Center for Youth and Families,Youth Budget Round 1,CCC23894,City Bonds,G.O. Authorization,$0.00,$1000000.00
2016,Health & Human Services,Boston Center for Youth and Families,Youth Budget Round 1,CCC23894,City Bonds,G.O. Authorization,$0.00,$0.00
2016,Health & Human Services,Boston Center for Youth and Families,Youth Budget Round 2,CCC24310,City Bonds,G.O. Authorization,$0.00,$1000000.00
2016,Health & Human Services,Boston Center for Youth and Families,Youth Budget Round 3,CCC24311,City Bonds,G.O. Authorization,$0.00,$1000000.00
