Fiscal Year,Cabinet,Department,Program,Expense Type,Expense Category,Recommended Amount,Approved Amount,Account Name,Fund,Fund Type,Program Number,Account Number
2014,Public Safety,Emergency Management,Homeland Security,Supplies & Materials,Food Supplies,$500.00,$500.00,Food Supplies, General Fund , Tax Supported Funds ,231100,53200
2014,Public Safety,Emergency Management,Homeland Security,Supplies & Materials,Office Supplies and Materials,$3000.00,$3000.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,231100,53600
2014,Public Safety,Emergency Management,Homeland Security,Supplies & Materials,Misc Supplies & Materials,$0.00,$0.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,231100,53900
2014,Public Safety,Fire Department,BFD Administration,Supplies & Materials,"Medical, Dental, & Hosp Supply",$3915.00,$3915.00,"Medical, Dental, & Hosp Supply", General Fund , Tax Supported Funds ,,53500
2014,Public Safety,Fire Department,BFD Administration,Supplies & Materials,Office Supplies and Materials,$62000.00,$62000.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,,53600
2014,Public Safety,Fire Department,BFD Administration,Supplies & Materials,Clothing Allowance,$22550.00,$22550.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2014,Public Safety,Fire Department,BFD Administration,Supplies & Materials,Misc Supplies & Materials,$5300.00,$5300.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2014,Public Safety,Fire Department,BFD Fire Prevention,Supplies & Materials,Office Supplies and Materials,$18870.00,$18870.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,,53600
2014,Public Safety,Fire Department,BFD Fire Prevention,Supplies & Materials,Clothing Allowance,$37400.00,$37400.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2016,Operations,Neighborhood Services,ONS Administration,Supplies & Materials,Auto Energy Supplies,$880.00,$880.00,Auto Energy Supplies, General Fund , Tax Supported Funds ,412100,53000
2016,Operations,Neighborhood Services,City Hall to Go,Supplies & Materials,Auto Energy Supplies,$2500.00,$2500.00,Auto Energy Supplies, General Fund , Tax Supported Funds ,412300,53000
2016,Operations,Neighborhood Services,ONS Administration,Supplies & Materials,Office Supplies and Materials,$2300.00,$2300.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,412100,53600
2016,Operations,Neighborhood Services,Neighborhood Serv,Supplies & Materials,Office Supplies and Materials,$5500.00,$5500.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,412200,53600
2016,Operations,Neighborhood Services,City Hall to Go,Supplies & Materials,Office Supplies and Materials,$500.00,$500.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,412300,53600
2016,Operations,Neighborhood Services,ONS Administration,Supplies & Materials,Misc Supplies & Materials,$500.00,$500.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,412100,53900
2016,Operations,Neighborhood Services,City Hall to Go,Supplies & Materials,Misc Supplies & Materials,$500.00,$500.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,412300,53900
2014,Public Safety,Fire Department,BFD Fire Prevention,Supplies & Materials,Misc Supplies & Materials,$31221.00,$31221.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2014,Public Safety,Fire Department,BFD Maintenance,Supplies & Materials,Auto Energy Supplies,$1124510.65,$1124510.65,Auto Energy Supplies, General Fund , Tax Supported Funds ,,53000
2014,Public Safety,Fire Department,BFD Maintenance,Supplies & Materials,Custodial Supplies,$56000.00,$56000.00,Custodial Supplies, General Fund , Tax Supported Funds ,,53400
2014,Public Safety,Fire Department,BFD Maintenance,Supplies & Materials,Clothing Allowance,$2200.00,$2200.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2014,Public Safety,Fire Department,BFD Maintenance,Supplies & Materials,Misc Supplies & Materials,$1052150.00,$1052150.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2014,Public Safety,Fire Department,BFD Training,Supplies & Materials,Clothing Allowance,$12650.00,$12650.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2014,Public Safety,Fire Department,BFD Training,Supplies & Materials,Misc Supplies & Materials,$79410.00,$79410.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2014,Public Safety,Fire Department,Boston Fire Suppression,Supplies & Materials,Auto Energy Supplies,$0.00,$0.00,Auto Energy Supplies, General Fund , Tax Supported Funds ,,53000
2014,Public Safety,Fire Department,Boston Fire Suppression,Supplies & Materials,Custodial Supplies,$0.00,$0.00,Custodial Supplies, General Fund , Tax Supported Funds ,,53400
2014,Public Safety,Fire Department,Boston Fire Suppression,Supplies & Materials,"Medical, Dental, & Hosp Supply",$100030.00,$100030.00,"Medical, Dental, & Hosp Supply", General Fund , Tax Supported Funds ,,53500
2014,Public Safety,Fire Department,Boston Fire Suppression,Supplies & Materials,Clothing Allowance,$736450.00,$736450.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2014,Public Safety,Fire Department,Boston Fire Suppression,Supplies & Materials,Misc Supplies & Materials,$1355921.90,$1355921.90,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2014,Public Safety,Fire Department,Fire Alarm,Supplies & Materials,Clothing Allowance,$28050.00,$28050.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2014,Public Safety,Fire Department,Fire Alarm,Supplies & Materials,Misc Supplies & Materials,$92570.00,$92570.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2013,Public Safety,Police Department,Police Commissioner's Office,Supplies & Materials,Food Supplies,$6200.00,$6200.00,Food Supplies, General Fund , Tax Supported Funds ,211100,53200
2013,Public Safety,Police Department,Police Commissioner's Office,Supplies & Materials,Office Supplies and Materials,$4991.94,$4991.94,Office Supplies and Materials, General Fund , Tax Supported Funds ,211100,53600
2013,Public Safety,Police Department,Police Commissioner's Office,Supplies & Materials,Clothing Allowance,$28076.20,$28076.20,Clothing Allowance, General Fund , Tax Supported Funds ,211100,53700
2013,Public Safety,Police Department,Police Commissioner's Office,Supplies & Materials,Misc Supplies & Materials,$22961.63,$22961.63,Misc Supplies & Materials, General Fund , Tax Supported Funds ,211100,53900
2013,Public Safety,Police Department,BAT-Operations,Supplies & Materials,Auto Energy Supplies,$3065400.60,$3065400.60,Auto Energy Supplies, General Fund , Tax Supported Funds ,211200,53000
2013,Public Safety,Police Department,BAT-Operations,Supplies & Materials,Custodial Supplies,$117974.28,$117974.28,Custodial Supplies, General Fund , Tax Supported Funds ,211200,53400
2013,Public Safety,Police Department,BAT-Operations,Supplies & Materials,Clothing Allowance,$1681.53,$1681.53,Clothing Allowance, General Fund , Tax Supported Funds ,211200,53700
2013,Public Safety,Police Department,BAT-Operations,Supplies & Materials,Misc Supplies & Materials,$1666951.70,$1666951.70,Misc Supplies & Materials, General Fund , Tax Supported Funds ,211200,53900
2013,Public Safety,Police Department,BAT-Admin & Technology,Supplies & Materials,Custodial Supplies,$2971.60,$2971.60,Custodial Supplies, General Fund , Tax Supported Funds ,211300,53400
2013,Public Safety,Police Department,BAT-Admin & Technology,Supplies & Materials,Office Supplies and Materials,$413159.29,$413159.29,Office Supplies and Materials, General Fund , Tax Supported Funds ,211300,53600
2013,Public Safety,Police Department,BAT-Admin & Technology,Supplies & Materials,Clothing Allowance,$125606.83,$125606.83,Clothing Allowance, General Fund , Tax Supported Funds ,211300,53700
2013,Public Safety,Police Department,BAT-Admin & Technology,Supplies & Materials,Misc Supplies & Materials,$1264389.91,$1264389.91,Misc Supplies & Materials, General Fund , Tax Supported Funds ,211300,53900
2013,Public Safety,Police Department,Bureau of Professional Development,Supplies & Materials,Clothing Allowance,$47200.00,$47200.00,Clothing Allowance, General Fund , Tax Supported Funds ,211400,53700
2013,Public Safety,Police Department,Bureau of Professional Development,Supplies & Materials,Misc Supplies & Materials,$247010.58,$247010.58,Misc Supplies & Materials, General Fund , Tax Supported Funds ,211400,53900
2013,Public Safety,Police Department,Bureau of Field Services,Supplies & Materials,Auto Energy Supplies,$77923.69,$77923.69,Auto Energy Supplies, General Fund , Tax Supported Funds ,211500,53000
2013,Public Safety,Police Department,Bureau of Field Services,Supplies & Materials,Food Supplies,$111830.64,$111830.64,Food Supplies, General Fund , Tax Supported Funds ,211500,53200
2013,Public Safety,Police Department,Bureau of Field Services,Supplies & Materials,Clothing Allowance,$1230028.97,$1230028.97,Clothing Allowance, General Fund , Tax Supported Funds ,211500,53700
2013,Public Safety,Police Department,Bureau of Field Services,Supplies & Materials,Misc Supplies & Materials,$254249.78,$254249.78,Misc Supplies & Materials, General Fund , Tax Supported Funds ,211500,53900
2013,Public Safety,Police Department,Bureau of Professional Standards,Supplies & Materials,Clothing Allowance,$44800.00,$44800.00,Clothing Allowance, General Fund , Tax Supported Funds ,211600,53700
2013,Public Safety,Police Department,Bureau of Investigative Services,Supplies & Materials,Food Supplies,$6909.63,$6909.63,Food Supplies, General Fund , Tax Supported Funds ,211700,53200
2013,Public Safety,Police Department,Bureau of Investigative Services,Supplies & Materials,Clothing Allowance,$336666.69,$336666.69,Clothing Allowance, General Fund , Tax Supported Funds ,211700,53700
2013,Public Safety,Police Department,Bureau of Investigative Services,Supplies & Materials,Misc Supplies & Materials,$364941.73,$364941.73,Misc Supplies & Materials, General Fund , Tax Supported Funds ,211700,53900
2013,Public Safety,Police Department,Bureau of Intelligence & Analysis,Supplies & Materials,Clothing Allowance,$19333.33,$19333.33,Clothing Allowance, General Fund , Tax Supported Funds ,211900,53700
2013,Public Safety,Fire Department,Emergency Medical Response Division,Supplies & Materials,"Medical, Dental, & Hosp Supply",$111972.58,$111972.58,"Medical, Dental, & Hosp Supply", General Fund , Tax Supported Funds ,221700,53500
2013,Public Safety,Fire Department,Emergency Medical Response Division,Supplies & Materials,Clothing Allowance,$4400.00,$4400.00,Clothing Allowance, General Fund , Tax Supported Funds ,221700,53700
2013,Public Safety,Fire Department,Emergency Medical Response Division,Supplies & Materials,Misc Supplies & Materials,$9380.55,$9380.55,Misc Supplies & Materials, General Fund , Tax Supported Funds ,221700,53900
2013,Public Safety,Emergency Management,Homeland Security,Supplies & Materials,Auto Energy Supplies,$324.88,$324.88,Auto Energy Supplies, General Fund , Tax Supported Funds ,231100,53000
2013,Public Safety,Emergency Management,Homeland Security,Supplies & Materials,Food Supplies,$884.09,$884.09,Food Supplies, General Fund , Tax Supported Funds ,231100,53200
2013,Public Safety,Emergency Management,Homeland Security,Supplies & Materials,Office Supplies and Materials,$2696.69,$2696.69,Office Supplies and Materials, General Fund , Tax Supported Funds ,231100,53600
2013,Public Safety,Emergency Management,Homeland Security,Supplies & Materials,Misc Supplies & Materials,$17665.91,$17665.91,Misc Supplies & Materials, General Fund , Tax Supported Funds ,231100,53900
2013,Public Safety,Fire Department,BFD Administration,Supplies & Materials,"Medical, Dental, & Hosp Supply",$3837.19,$3837.19,"Medical, Dental, & Hosp Supply", General Fund , Tax Supported Funds ,,53500
2013,Public Safety,Fire Department,BFD Administration,Supplies & Materials,Office Supplies and Materials,$72655.96,$72655.96,Office Supplies and Materials, General Fund , Tax Supported Funds ,,53600
2013,Public Safety,Fire Department,BFD Administration,Supplies & Materials,Clothing Allowance,$39325.00,$39325.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2013,Public Safety,Fire Department,BFD Administration,Supplies & Materials,Misc Supplies & Materials,$12769.92,$12769.92,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2013,Public Safety,Fire Department,BFD Fire Prevention,Supplies & Materials,Office Supplies and Materials,$18765.47,$18765.47,Office Supplies and Materials, General Fund , Tax Supported Funds ,,53600
2013,Public Safety,Fire Department,BFD Fire Prevention,Supplies & Materials,Clothing Allowance,$37950.00,$37950.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2013,Public Safety,Fire Department,BFD Fire Prevention,Supplies & Materials,Misc Supplies & Materials,$22510.47,$22510.47,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2013,Public Safety,Fire Department,BFD Maintenance,Supplies & Materials,Auto Energy Supplies,$1411866.21,$1411866.21,Auto Energy Supplies, General Fund , Tax Supported Funds ,,53000
2013,Public Safety,Fire Department,BFD Maintenance,Supplies & Materials,Custodial Supplies,$49688.67,$49688.67,Custodial Supplies, General Fund , Tax Supported Funds ,,53400
2013,Public Safety,Fire Department,BFD Maintenance,Supplies & Materials,Clothing Allowance,$2200.00,$2200.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2013,Public Safety,Fire Department,BFD Maintenance,Supplies & Materials,Misc Supplies & Materials,$1150755.90,$1150755.90,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2013,Public Safety,Fire Department,BFD Training,Supplies & Materials,Clothing Allowance,$11000.00,$11000.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2013,Public Safety,Fire Department,BFD Training,Supplies & Materials,Misc Supplies & Materials,$6379.66,$6379.66,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Commissioner's Office,Supplies & Materials,Office Supplies and Materials,$12000.00,$12000.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,251100,53600
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Commissioner's Office,Supplies & Materials,Misc Supplies & Materials,$4900.00,$4900.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,251100,53900
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Management & Engineering,Supplies & Materials,Misc Supplies & Materials,$5000.00,$5000.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,251200,53900
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Enforcement,Supplies & Materials,Auto Energy Supplies,$232960.00,$232960.00,Auto Energy Supplies, General Fund , Tax Supported Funds ,251400,53000
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Enforcement,Supplies & Materials,Custodial Supplies,$2500.00,$2500.00,Custodial Supplies, General Fund , Tax Supported Funds ,251400,53400
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Enforcement,Supplies & Materials,Office Supplies and Materials,$3500.00,$3500.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,251400,53600
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Enforcement,Supplies & Materials,Clothing Allowance,$8000.00,$8000.00,Clothing Allowance, General Fund , Tax Supported Funds ,251400,53700
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Enforcement,Supplies & Materials,Misc Supplies & Materials,$130000.00,$130000.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,251400,53900
2015,"Streets, Transportation & Sanitation",Transportation Department,Traffic Operations,Supplies & Materials,Auto Energy Supplies,$237120.00,$237120.00,Auto Energy Supplies, General Fund , Tax Supported Funds ,251500,53000
2013,Public Safety,Fire Department,Boston Fire Suppression,Supplies & Materials,Auto Energy Supplies,$44502.62,$44502.62,Auto Energy Supplies, General Fund , Tax Supported Funds ,,53000
2013,Public Safety,Fire Department,Boston Fire Suppression,Supplies & Materials,Custodial Supplies,$522.38,$522.38,Custodial Supplies, General Fund , Tax Supported Funds ,,53400
2013,Public Safety,Fire Department,Boston Fire Suppression,Supplies & Materials,"Medical, Dental, & Hosp Supply",$0.00,$0.00,"Medical, Dental, & Hosp Supply", General Fund , Tax Supported Funds ,,53500
2013,Public Safety,Fire Department,Boston Fire Suppression,Supplies & Materials,Clothing Allowance,$703725.00,$703725.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2013,Public Safety,Fire Department,Boston Fire Suppression,Supplies & Materials,Misc Supplies & Materials,$901289.58,$901289.58,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2013,Public Safety,Fire Department,Fire Alarm,Supplies & Materials,Clothing Allowance,$29700.00,$29700.00,Clothing Allowance, General Fund , Tax Supported Funds ,,53700
2013,Public Safety,Fire Department,Fire Alarm,Supplies & Materials,Misc Supplies & Materials,$105578.13,$105578.13,Misc Supplies & Materials, General Fund , Tax Supported Funds ,,53900
2012,Public Safety,Police Department,Police Commissioner's Office,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,211100,53200
2012,Public Safety,Police Department,Police Commissioner's Office,Supplies & Materials,Office Supplies and Materials,$0.00,$0.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,211100,53600
2012,"Streets, Transportation & Sanitation",Central Fleet Management,Fleet Services,Supplies & Materials,Misc Supplies & Materials,$25682.46,$25682.46,Misc Supplies & Materials, General Fund , Tax Supported Funds ,321100,53900
2012,Public Safety,Police Department,Police Commissioner's Office,Supplies & Materials,Clothing Allowance,$28000.00,$28000.00,Clothing Allowance, General Fund , Tax Supported Funds ,211100,53700
2012,Public Safety,Police Department,Police Commissioner's Office,Supplies & Materials,Misc Supplies & Materials,$25524.23,$25524.23,Misc Supplies & Materials, General Fund , Tax Supported Funds ,211100,53900
2012,Public Safety,Police Department,BAT-Operations,Supplies & Materials,Auto Energy Supplies,$3041390.18,$3041390.18,Auto Energy Supplies, General Fund , Tax Supported Funds ,211200,53000
2012,Public Safety,Police Department,BAT-Operations,Supplies & Materials,Custodial Supplies,$114446.35,$114446.35,Custodial Supplies, General Fund , Tax Supported Funds ,211200,53400
2012,Public Safety,Police Department,BAT-Operations,Supplies & Materials,Clothing Allowance,$1466.83,$1466.83,Clothing Allowance, General Fund , Tax Supported Funds ,211200,53700
2012,Public Safety,Police Department,BAT-Operations,Supplies & Materials,Misc Supplies & Materials,$1421928.45,$1421928.45,Misc Supplies & Materials, General Fund , Tax Supported Funds ,211200,53900
2012,Public Safety,Police Department,BAT-Admin & Technology,Supplies & Materials,Custodial Supplies,$0.00,$0.00,Custodial Supplies, General Fund , Tax Supported Funds ,211300,53400
2012,Public Safety,Police Department,BAT-Admin & Technology,Supplies & Materials,Office Supplies and Materials,$266901.08,$266901.08,Office Supplies and Materials, General Fund , Tax Supported Funds ,211300,53600
2012,Public Safety,Police Department,BAT-Admin & Technology,Supplies & Materials,Clothing Allowance,$126375.00,$126375.00,Clothing Allowance, General Fund , Tax Supported Funds ,211300,53700
2012,Public Safety,Police Department,BAT-Admin & Technology,Supplies & Materials,Misc Supplies & Materials,$897091.06,$897091.06,Misc Supplies & Materials, General Fund , Tax Supported Funds ,211300,53900
2012,Public Safety,Police Department,Bureau of Professional Development,Supplies & Materials,Clothing Allowance,$49466.67,$49466.67,Clothing Allowance, General Fund , Tax Supported Funds ,211400,53700
2016,Operations,Property & Construction Mgmt,PM&C Administration,Supplies & Materials,Auto Energy Supplies,$34432.40,$34432.40,Auto Energy Supplies, General Fund , Tax Supported Funds ,180100,53000
2016,Operations,Property & Construction Mgmt,Buildings Maintenance Mgmt,Supplies & Materials,Auto Energy Supplies,$2626.50,$2626.50,Auto Energy Supplies, General Fund , Tax Supported Funds ,180200,53000
2016,Operations,Property & Construction Mgmt,Enforcement,Supplies & Materials,Auto Energy Supplies,$20394.00,$20394.00,Auto Energy Supplies, General Fund , Tax Supported Funds ,180400,53000
2016,Operations,Property & Construction Mgmt,Animal Control,Supplies & Materials,Auto Energy Supplies,$0.00,$0.00,Auto Energy Supplies, General Fund , Tax Supported Funds ,180600,53000
2016,Operations,Property & Construction Mgmt,Capital Construction,Supplies & Materials,Auto Energy Supplies,$0.00,$0.00,Auto Energy Supplies, General Fund , Tax Supported Funds ,180900,53000
2016,Operations,Property & Construction Mgmt,Buildings Maintenance Mgmt,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,180200,53200
2016,Operations,Property & Construction Mgmt,Buildings Maintenance Mgmt,Supplies & Materials,Custodial Supplies,$77000.00,$77000.00,Custodial Supplies, General Fund , Tax Supported Funds ,180200,53400
2016,Operations,Property & Construction Mgmt,Enforcement,Supplies & Materials,Custodial Supplies,$250.00,$250.00,Custodial Supplies, General Fund , Tax Supported Funds ,180400,53400
2016,Operations,Property & Construction Mgmt,Animal Control,Supplies & Materials,Custodial Supplies,$0.00,$0.00,Custodial Supplies, General Fund , Tax Supported Funds ,180600,53400
2016,Operations,Property & Construction Mgmt,PM&C Administration,Supplies & Materials,Office Supplies and Materials,$8400.00,$8400.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,180100,53600
2016,Operations,Property & Construction Mgmt,Buildings Maintenance Mgmt,Supplies & Materials,Office Supplies and Materials,$0.00,$0.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,180200,53600
2016,Operations,Property & Construction Mgmt,Enforcement,Supplies & Materials,Office Supplies and Materials,$4500.00,$4500.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,180400,53600
2016,Operations,Property & Construction Mgmt,PM&C Communications,Supplies & Materials,Office Supplies and Materials,$2000.00,$2000.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,180500,53600
2016,Operations,Property & Construction Mgmt,Animal Control,Supplies & Materials,Office Supplies and Materials,$0.00,$0.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,180600,53600
2016,Operations,Property & Construction Mgmt,Capital Construction,Supplies & Materials,Office Supplies and Materials,$19415.00,$19415.00,Office Supplies and Materials, General Fund , Tax Supported Funds ,180900,53600
2016,Operations,Property & Construction Mgmt,Enforcement,Supplies & Materials,Clothing Allowance,$37875.00,$37875.00,Clothing Allowance, General Fund , Tax Supported Funds ,180400,53700
2016,Operations,Property & Construction Mgmt,Animal Control,Supplies & Materials,Clothing Allowance,$0.00,$0.00,Clothing Allowance, General Fund , Tax Supported Funds ,180600,53700
2016,Operations,Property & Construction Mgmt,PM&C Administration,Supplies & Materials,Misc Supplies & Materials,$1000.00,$1000.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,180100,53900
2016,Operations,Property & Construction Mgmt,Buildings Maintenance Mgmt,Supplies & Materials,Misc Supplies & Materials,$102730.00,$102730.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,180200,53900
2016,Operations,Property & Construction Mgmt,Alteration & Repair,Supplies & Materials,Misc Supplies & Materials,$70965.00,$70965.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,180300,53900
2016,Operations,Property & Construction Mgmt,Enforcement,Supplies & Materials,Misc Supplies & Materials,$18500.00,$18500.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,180400,53900
2016,Operations,Property & Construction Mgmt,PM&C Communications,Supplies & Materials,Misc Supplies & Materials,$19050.00,$19050.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,180500,53900
2016,Operations,Property & Construction Mgmt,Animal Control,Supplies & Materials,Misc Supplies & Materials,$0.00,$0.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,180600,53900
2016,Operations,Property & Construction Mgmt,Building Systems,Supplies & Materials,Misc Supplies & Materials,$45957.00,$45957.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,180700,53900
2016,Operations,Property & Construction Mgmt,Capital Construction,Supplies & Materials,Misc Supplies & Materials,$6000.00,$6000.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,180900,53900
2012,Public Safety,Police Department,Bureau of Professional Development,Supplies & Materials,Misc Supplies & Materials,$146158.74,$146158.74,Misc Supplies & Materials, General Fund , Tax Supported Funds ,211400,53900
2012,Public Safety,Police Department,Bureau of Field Services,Supplies & Materials,Auto Energy Supplies,$75153.22,$75153.22,Auto Energy Supplies, General Fund , Tax Supported Funds ,211500,53000
2016,"Streets, Transportation & Sanitation",Public Works Department,Engineering,Supplies & Materials,Misc Supplies & Materials,$11000.00,$11000.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,311300,53900
2016,"Streets, Transportation & Sanitation",Public Works Department,Construction Management,Supplies & Materials,Misc Supplies & Materials,$6100.00,$6100.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,311400,53900
2016,"Streets, Transportation & Sanitation",Public Works Department,Highway Field Operations,Supplies & Materials,Misc Supplies & Materials,$533710.00,$533710.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,311500,53900
2016,"Streets, Transportation & Sanitation",Public Works Department,Bridge Operations/Maintenance,Supplies & Materials,Misc Supplies & Materials,$42000.00,$42000.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,311600,53900
2016,"Streets, Transportation & Sanitation",Public Works Department,Street Lights,Supplies & Materials,Misc Supplies & Materials,$25000.00,$25000.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,311700,53900
2016,"Streets, Transportation & Sanitation",Public Works Department,PWD Waste Reduction,Supplies & Materials,Misc Supplies & Materials,$124500.00,$124500.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,311801,53900
2016,"Streets, Transportation & Sanitation",Public Works Department,PWD Code Enforcement,Supplies & Materials,Misc Supplies & Materials,$32600.00,$32600.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,311802,53900
2012,Public Safety,Police Department,Bureau of Field Services,Supplies & Materials,Food Supplies,$97693.78,$97693.78,Food Supplies, General Fund , Tax Supported Funds ,211500,53200
2012,Public Safety,Police Department,Bureau of Field Services,Supplies & Materials,Clothing Allowance,$1241210.01,$1241210.01,Clothing Allowance, General Fund , Tax Supported Funds ,211500,53700
2012,Public Safety,Police Department,Bureau of Field Services,Supplies & Materials,Misc Supplies & Materials,$191756.64,$191756.64,Misc Supplies & Materials, General Fund , Tax Supported Funds ,211500,53900
2012,Public Safety,Police Department,Bureau of Professional Standards,Supplies & Materials,Clothing Allowance,$46200.00,$46200.00,Clothing Allowance, General Fund , Tax Supported Funds ,211600,53700
2016,"Streets, Transportation & Sanitation",Transportation Department,Traffic Enforcement,Supplies & Materials,Clothing Allowance,$8000.00,$8000.00,Clothing Allowance, General Fund , Tax Supported Funds ,251400,53700
2012,Public Safety,Police Department,Bureau of Investigative Services,Supplies & Materials,Food Supplies,$0.00,$0.00,Food Supplies, General Fund , Tax Supported Funds ,211700,53200
2012,Public Safety,Police Department,Bureau of Investigative Services,Supplies & Materials,Clothing Allowance,$337400.02,$337400.02,Clothing Allowance, General Fund , Tax Supported Funds ,211700,53700
2012,Public Safety,Police Department,Bureau of Investigative Services,Supplies & Materials,Misc Supplies & Materials,$255991.88,$255991.88,Misc Supplies & Materials, General Fund , Tax Supported Funds ,211700,53900
2012,Public Safety,Police Department,Bureau of Intelligence & Analysis,Supplies & Materials,Clothing Allowance,$19666.67,$19666.67,Clothing Allowance, General Fund , Tax Supported Funds ,211900,53700
2012,Public Safety,Fire Department,Emergency Medical Response Division,Supplies & Materials,"Medical, Dental, & Hosp Supply",$129014.58,$129014.58,"Medical, Dental, & Hosp Supply", General Fund , Tax Supported Funds ,221700,53500
2012,Public Safety,Fire Department,Emergency Medical Response Division,Supplies & Materials,Clothing Allowance,$4400.00,$4400.00,Clothing Allowance, General Fund , Tax Supported Funds ,221700,53700
2012,Public Safety,Fire Department,Emergency Medical Response Division,Supplies & Materials,Misc Supplies & Materials,$12064.72,$12064.72,Misc Supplies & Materials, General Fund , Tax Supported Funds ,221700,53900
2012,Public Safety,Emergency Management,Homeland Security,Supplies & Materials,Auto Energy Supplies,$0.00,$0.00,Auto Energy Supplies, General Fund , Tax Supported Funds ,231100,53000
2012,Public Safety,Emergency Management,Homeland Security,Supplies & Materials,Food Supplies,$208.64,$208.64,Food Supplies, General Fund , Tax Supported Funds ,231100,53200
2012,Public Safety,Emergency Management,Homeland Security,Supplies & Materials,Office Supplies and Materials,$5749.93,$5749.93,Office Supplies and Materials, General Fund , Tax Supported Funds ,231100,53600
2012,Public Safety,Emergency Management,Homeland Security,Supplies & Materials,Misc Supplies & Materials,$0.00,$0.00,Misc Supplies & Materials, General Fund , Tax Supported Funds ,231100,53900
2012,Public Safety,Fire Department,BFD Administration,Supplies & Materials,"Medical, Dental, & Hosp Supply",$3439.68,$3439.68,"Medical, Dental, & Hosp Supply", General Fund , Tax Supported Funds ,,53500
